id,ime,regija,mesto,velikost,cena,tip,leto,adaptirano,nadstropje,agencija,opis,url
6298178,bled-center-stanovanje,Gorenjska,Radovljica,55.0,800.0,enoinpolsobno,2007,,P,Zasebna ponudba,"55 m2, 1,5-sobno, poslovni apartma, zgrajeno l. 2007, P/2 nad., oddamo. Cena: cca 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bled-center-stanovanje_6298178/
6299692,bled-dobe-stanovanje,Gorenjska,Radovljica,80.0,900.0,trisobno,2018,2018,,Zasebna ponudba,"80 m2, 3-sobno, adaptirano l. 2018, visoko pritličje, adaptirano l. 2018, CK-plin, KTV, oddamo. Cena: cca 900,00 EUR/mes...",https://www.nepremicnine.net/oglasi-oddaja/bled-dobe-stanovanje_6299692/
6302521,bled-kajuhova-23-dobe-stanovanje,Gorenjska,Radovljica,58.0,500.0,trisobno,1970,1910,P,Zasebna ponudba,"58 m2, 3-sobno, zgrajeno l. 1970, adaptirano l. 1910, P/3 nad., Prosto 20.11.2019. Stanovanju pripada 1 parkirni prostor...",https://www.nepremicnine.net/oglasi-oddaja/bled-kajuhova-23-dobe-stanovanje_6302521/
6299149,bled-naselje-mlino-stanovanje,Gorenjska,Radovljica,60.0,800.0,dvosobno,2019,2019,P,Zasebna ponudba,"60 m2, 2-sobno, adaptirano l. 2019, P/4 nad., oddamo. Cena: cca 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bled-naselje-mlino-stanovanje_6299149/
6296693,bled-zasip-stanovanje,Gorenjska,Radovljica,100.0,750.0,triinpolsobno,2007,,1,Zasebna ponudba,"100 m2, 3,5-sobno, zgrajeno l. 2007, 1/2 nad., Za daljše časovno obdobje oddamo opremljeno stanovanje, oddamo. Cena: 750...",https://www.nepremicnine.net/oglasi-oddaja/bled-zasip-stanovanje_6296693/
6109571,bohinjska-bistrica-stanovanje,Gorenjska,Radovljica,58.5,590.0,dvosobno,2019,2019,,GG Bled d.o.o.,"58,5 m2, 2-sobno, adaptirano l. 2019, 2. nad., stanovanje se nahaja na naslovu Trg svobode 7 v Bohinjski Bistrici in je ...",https://www.nepremicnine.net/oglasi-oddaja/bohinjska-bistrica-stanovanje_6109571/
6267889,bohinjska-bistrica-stanovanje,Gorenjska,Radovljica,70.0,540.0,trisobno,1935,,,Zasebna ponudba,"70 m2, 3-sobno, zgrajeno l. 1935, pritličje, oddamo. Cena: 540,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bohinjska-bistrica-stanovanje_6267889/
6206764,bohinjska-bistrica-precna-3-stanovanje,Gorenjska,Radovljica,49.0,490.0,dvosobno,2019,2019,,GG Bled d.o.o.,"49 m2, 2-sobno, adaptirano l. 2019, 1. nad., Dvosobno stanovanje se nahaja v prvem nadstropju večstanovanjskega bloka v ...",https://www.nepremicnine.net/oglasi-oddaja/bohinjska-bistrica-precna-3-stanovanje_6206764/
6295147,bosamarin-stanovanje,J. Primorska,Koper,20.0,250.0,enosobno,2004,,,Zasebna ponudba,"20 m2, 1-sobno, zgrajeno l. 2004, pritličje, v hiši, lasten vhod, opremljeno, svetlo, mirno, soba, kopalnica, mini kuhin...",https://www.nepremicnine.net/oglasi-oddaja/bosamarin-stanovanje_6295147/
6288884,bosamarin-stanovanje,J. Primorska,Koper,106.0,800.0,trisobno,2016,2016,,Zasebna ponudba,"106 m2, 3-sobno, adaptirano l. 2016, 502 m2 zemljišča, pritličje, oddamo. Cena: 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/bosamarin-stanovanje_6288884/
6278298,branik-stanovanje,S.Primorska,Nova Gorica,112.0,900.0,,1977,,,Gaberit nepremičnine Matija Ceket s.p.,"112 m2, 4-sobno, zgrajeno l. 1977, pritličje, V Braniku oddamo 4 sobno stanovanje v samostojni stanovanjski hiši. Stanov...",https://www.nepremicnine.net/oglasi-oddaja/branik-stanovanje_6278298/
6293045,brdo-stanovanje,LJ-mesto,Lj. Vič-Rudnik,50.0,750.0,dvosobno,2014,,1,Zasebna ponudba,"50 m2, 2-sobno, zgrajeno l. 2014, 1/4 nad., oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/brdo-stanovanje_6293045/
6302913,brdo-stanovanje,LJ-mesto,Lj. Vič-Rudnik,78.2,1200.0,trisobno,2014,,,LJUBLJANA NEPREMIČNINE d.o.o.,"78,2 m2, 3-sobno, zgrajeno l. 2014, oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/brdo-stanovanje_6302913/
6295775,brdo-stanovanje,LJ-mesto,Lj. Vič-Rudnik,95.0,1650.0,,2002,,,LJUBLJANA NEPREMIČNINE d.o.o.,"95 m2, 4-sobno, zgrajeno l. 2002, oddamo. Cena: 1.650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/brdo-stanovanje_6295775/
6300962,brdo-jezkova-ulica-5-stanovanje,LJ-mesto,Lj. Vič-Rudnik,79.2,825.0,dvosobno,2016,,,Stanovanjski sklad RS,"79,2 m2, 2-sobno, dupleks, zgrajeno l. 2016, pritličje, oddamo. Cena: 825,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/brdo-jezkova-ulica-5-stanovanje_6300962/
6300961,brdo-jezkova-ulica-5-stanovanje,LJ-mesto,Lj. Vič-Rudnik,104.2,992.0,,2016,,,Stanovanjski sklad RS,"104,2 m2, 4-sobno, dupleks, zgrajeno l. 2016, pritličje, oddamo. Cena: 992,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/brdo-jezkova-ulica-5-stanovanje_6300961/
6288618,brdo-zeleni-gaj-stanovanje,LJ-mesto,Lj. Vič-Rudnik,143.0,1950.0,,2017,,3,Zasebna ponudba,"143 m2, 4,5-sobno, penthouse, novogradnja - zgr. l. 2017, 3/4 nad., novo, luksuzno opremljeno petsobno stano...",https://www.nepremicnine.net/oglasi-oddaja/brdo-zeleni-gaj-stanovanje_6288618/
6253760,brezje-pri-grosupljem-stanovanje,LJ-okolica,Grosuplje,26.0,300.0,garsonjera,2008,,P,Zasebna ponudba,"26 m2, garsonjera, zgrajena l. 2008, P/2 nad., Oddam garsonjero, primerno za eno osebo, ali študenta-študentka. Nekadile...",https://www.nepremicnine.net/oglasi-oddaja/brezje-pri-grosupljem-stanovanje_6253760/
6300209,breznica-stanovanje,Koroška,Ravne na Koroškem,20.0,260.0,Soba,2010,,1,Zasebna ponudba,"20 m2, soba, zgrajena l. 2010, 1/1 nad., Oddamo sobo s kopalnico, v souporabi opremljene kuhinje s še dvema sobama. Soba...",https://www.nepremicnine.net/oglasi-oddaja/breznica-stanovanje_6300209/
6298225,brezovica-pri-ljubljani-stanovanje,LJ-okolica,Lj. J,65.0,600.0,dvosobno,1995,,,Zasebna ponudba,"65 m2, 2-sobno, zgrajeno l. 1995, pritličje, oddamo. Cena: 600,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/brezovica-pri-ljubljani-stanovanje_6298225/
6301559,brezovica-pri-ljubljani-na-brezno-19-1351-stanovanje,LJ-okolica,Lj. J,11.0,220.0,Soba,1990,2019,P,Zasebna ponudba,"11 m2, soba, zgrajena l. 1990, adaptirana l. 2019, P/2 nad., internet, kuhinja v sobi, mestni avtobus, trgovina 5 minut,...",https://www.nepremicnine.net/oglasi-oddaja/brezovica-pri-ljubljani-na-brezno-19-1351-stanovanje_6301559/
6301964,brezovica-pri-ljubljani-neposredna-blizina-zelezniske-po-stanovanje,LJ-okolica,Lj. J,120.0,700.0,,1985,,1,Zasebna ponudba,"120 m2, 4,5-sobno, zgrajeno l. 1985, 500 m2 zemljišča, 1/1 nad., Opremljena etaža stanovanjske hiše, ki obsega dnevno so...",https://www.nepremicnine.net/oglasi-oddaja/brezovica-pri-ljubljani-neposredna-blizina-zelezniske-po-stanovanje_6301964/
6302392,brinje-stanovanje,LJ-mesto,Lj. Bežigrad,33.0,550.0,enosobno,1968,2017,PK,Zasebna ponudba,"33 m2, 1-sobno, zgrajeno l. 1968, adaptirano l. 2017, PK/2 nad., Stanovanje se nahaja v bližini pomembnejših postajališč...",https://www.nepremicnine.net/oglasi-oddaja/brinje-stanovanje_6302392/
6173784,brod-stanovanje,LJ-mesto,Lj. Šiška,65.0,650.0,dvosobno,2011,2011,,Zasebna ponudba,"65 m2, 2-sobno, dupleks, adaptirano l. 2011, pritličje, primerno za 1,2 osebi, par, lasten vhod, nizki stroški, parking ...",https://www.nepremicnine.net/oglasi-oddaja/brod-stanovanje_6173784/
6284512,brod-novo-moderno-klima--stanovanje,LJ-mesto,Lj. Šiška,86.83,770.0,trisobno,2019,2019,2,Zasebna ponudba,"86,83 m2, 3-sobno, adaptirano l. 2019, 250 m2 zemljišča, 2/2 nad., stanovanje v 3 stan. hiši, fiksno opremljeno z modern...",https://www.nepremicnine.net/oglasi-oddaja/brod-novo-moderno-klima--stanovanje_6284512/
6287037,brstnik-stanovanje,Savinjska,Laško,75.0,380.0,dvoinpolsobno,1990,,,Zasebna ponudba,"75 m2, 2,5-sobno, zgrajeno l. 1990, odam starejsi osebi . .380 z stroski tel.031809677, oddamo. Cena: 380,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/brstnik-stanovanje_6287037/
6284127,bs-3-stanovanje,LJ-mesto,Lj. Bežigrad,35.0,590.0,enosobno,1981,2018,1,Zasebna ponudba,"35 m2, 1-sobno, zgrajeno l. 1981, adaptirano l. 2018, 1/4 nad., Oddamo popolnoma opremljeno in celotno obnovljeno stanov...",https://www.nepremicnine.net/oglasi-oddaja/bs-3-stanovanje_6284127/
6301026,bs-3-stanovanje,LJ-mesto,Lj. Bežigrad,52.0,720.0,dvoinpolsobno,1978,2017,1,Zasebna ponudba,"52 m2, 2,5-sobno, zgrajeno l. 1978, adaptirano l. 2017, 1/4 nad., Komplet opremljeno, zelo svetlo stanovanje, vseljivo 0...",https://www.nepremicnine.net/oglasi-oddaja/bs-3-stanovanje_6301026/
6267282,bs-3-stanovanje,LJ-mesto,Lj. Bežigrad,54.0,720.0,dvoinpolsobno,1978,2019,1,"BAZA, posredovanje v prometu z nepremičninami, Brina Sotlar s.p.","54 m2, 2,5-sobno, zgrajeno l. 1978, adaptirano l. 2019, 1/4 nad., ODDAJA - 2,5-sobno stanovanje, Ljubljana Bežigrad, zgr...",https://www.nepremicnine.net/oglasi-oddaja/bs-3-stanovanje_6267282/
6298992,bs-3-vojkova-c-stanovanje,LJ-mesto,Lj. Bežigrad,46.0,580.0,dvosobno,1981,1017,12,Zasebna ponudba,"46 m2, 2-sobno, zgrajeno l. 1981, adaptirano l. 1017, 12/14 nad., Opremljeno za par. Ločena spalnica. Kadilci in male ži...",https://www.nepremicnine.net/oglasi-oddaja/bs-3-vojkova-c-stanovanje_6298992/
6301155,btc-smartinska-cesta-stanovanje,LJ-mesto,Lj. Moste-Polje,55.0,650.0,enoinpolsobno,2017,2017,2,Zasebna ponudba,"55 m2, 1,5-sobno, adaptirano l. 2017, adaptirano l. 2017, 2/2 nad., Odamo stanovanje na Šmartinski cesti v Ljubljani nas...",https://www.nepremicnine.net/oglasi-oddaja/btc-smartinska-cesta-stanovanje_6301155/
6208953,bukovci-stanovanje,Podravska,Ptuj,80.2,450.0,trisobno,1998,,,"Nepremičninska družba d.o.o., pe RE/MAX Poetovio","80,2 m2, 3-sobno, zgrajeno l. 1998, pritličje, oddamo novo pritlično stanovanje v bukovcih, oddamo. Cena: 450,00 EUR/m2/...",https://www.nepremicnine.net/oglasi-oddaja/bukovci-stanovanje_6208953/
6302689,celje-stanovanje,Savinjska,Celje,60.0,450.0,dvosobno,2009,2009,8,Zasebna ponudba,"60 m2, 2-sobno, adaptirano l. 2009, 8/9 nad., Oddam stanovanje z JV lego. Najemnina + stroški (voda, elektrika, smeti, k...",https://www.nepremicnine.net/oglasi-oddaja/celje-stanovanje_6302689/
6301604,celje-celovska-ulica-11-3000-stanovanje,Savinjska,Celje,75.0,590.0,trisobno,1978,2010,VP,Zasebna ponudba,"75 m2, 3-sobno, zgrajeno l. 1978, adaptirano l. 2010, VP/4 nad., oddamo. Cena: 590,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/celje-celovska-ulica-11-3000-stanovanje_6301604/
6300612,celje-center-stanovanje,Savinjska,Celje,65.0,450.0,dvosobno,2019,2019,M,Zasebna ponudba,"65 m2, 2-sobno, adaptirano l. 2019, M/3 nad., oddamo. Cena: 450,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/celje-center-stanovanje_6300612/
6298615,celje-nova-vas-stanovanje,Savinjska,Celje,67.0,550.0,dvoinpolsobno,1981,,8,Zasebna ponudba,"67 m2, 2,5-sobno, zgrajeno l. 1981, 8/8 nad., oddamo. Cena: 550,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/celje-nova-vas-stanovanje_6298615/
6294647,celje-nova-vas-stanovanje,Savinjska,Celje,74.0,500.0,dvoinpolsobno,1992,2015,P,Zasebna ponudba,"74 m2, 2,5-sobno, zgrajeno l. 1992, adaptirano l. 2015, 65 m2 zemljišča, P/4 nad., Opremljeno stanovanje z atrijem 65 m2...",https://www.nepremicnine.net/oglasi-oddaja/celje-nova-vas-stanovanje_6294647/
6301549,celje-nova-vas-drapsinova-1-stanovanje,Savinjska,Celje,56.0,500.0,dvosobno,2004,,VP,Zasebna ponudba,"56 m2, 2-sobno, zgrajeno l. 2004, VP/2 nad., oddamo. Cena: 500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/celje-nova-vas-drapsinova-1-stanovanje_6301549/
6298927,celje-novi-trg-16-3000-stanovanje,Savinjska,Celje,70.0,680.0,dvosobno,2007,2012,1,Zasebna ponudba,"70 m2, 2-sobno, zgrajeno l. 2007, adaptirano l. 2012, 1/3 nad., oddamo. Cena: 680,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/celje-novi-trg-16-3000-stanovanje_6298927/
6302459,celje-otok-stanovanje,Savinjska,Celje,40.0,350.0,enosobno,1975,,6,Zasebna ponudba,"40 m2, 1-sobno, v stavbi zgrajeni l. 1975, 6/8 nad., 40 m2, z balkonom in kletjo, opremljeno, nizki stroški vzdrževanja,...",https://www.nepremicnine.net/oglasi-oddaja/celje-otok-stanovanje_6302459/
6299727,celje-stanetova-28-stanovanje,Savinjska,Celje,41.0,350.0,enoinpolsobno,1988,,4,Zasebna ponudba,"41 m2, 1,5-sobno, zgrajeno l. 1988, 4/4 nad., oddamo. Cena: 350,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/celje-stanetova-28-stanovanje_6299727/
6300111,cezarji-mirna-lokacija-blizu-avtobusna-p-stanovanje,J. Primorska,Koper,42.0,480.0,dvosobno,2000,,,Zasebna ponudba,"42 m2, 2-sobno, zgrajeno l. 2000, 1. nad., Popolno opremljen apartma, CK, Klima, STV, Wifi, Plin, balkon, lastno parkiri...",https://www.nepremicnine.net/oglasi-oddaja/cezarji-mirna-lokacija-blizu-avtobusna-p-stanovanje_6300111/
6301544,crnomelj-stanovanje,Dolenjska,Črnomelj,64.0,380.0,trisobno,1980,2016,2,Zasebna ponudba,"64 m2, 3-sobno, zgrajeno l. 1980, adaptirano l. 2016, 2/4 nad., Adaptirano 3-sobno stanovanje, toplovod, možnost optike,...",https://www.nepremicnine.net/oglasi-oddaja/crnomelj-stanovanje_6301544/
6295989,crnomelj-stanovanje,Dolenjska,Črnomelj,165.0,900.0,petsobno,1995,,,Zasebna ponudba,"165 m2, 5 in večsobno, zgrajeno l. 1995, Oddam stanovanje 165 m2 v katerem je 10 enoposteljnih ležišč v petih sobah. Min...",https://www.nepremicnine.net/oglasi-oddaja/crnomelj-stanovanje_6295989/
6255658,crnomelj-cardak-stanovanje,Dolenjska,Črnomelj,16.0,120.0,Soba,1965,2018,P,Zasebna ponudba,"16 m2, soba, zgrajena l. 1965, adaptirana l. 2018, 1.300 m2 zemljišča, P/P, Oddam posteljo delavcem v stanovanjski hisi ...",https://www.nepremicnine.net/oglasi-oddaja/crnomelj-cardak-stanovanje_6255658/
6268714,crnomelj-sobe-za-delavce-stanovanje,Dolenjska,Črnomelj,15.0,130.0,Soba,2019,2019,,Zasebna ponudba,"15 m2, soba, adaptirana l. 2019, P+1+2, sobe za delavce, v bližini (5-10 minut hoje) sta podjetji Akrapovič in Livar, od...",https://www.nepremicnine.net/oglasi-oddaja/crnomelj-sobe-za-delavce-stanovanje_6268714/
6300611,crnuce-stanovanje,LJ-mesto,Lj. Bežigrad,37.0,600.0,enosobno,2000,,,Zasebna ponudba,"37 m2, 1-sobno, zgrajeno l. 2000, oddamo. Cena: 600,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/crnuce-stanovanje_6300611/
6267247,crnuce-stanovanje,LJ-mesto,Lj. Bežigrad,37.0,500.0,enosobno,1987,2019,3,Zasebna ponudba,"37 m2, 1-sobno, zgrajeno l. 1987, adaptirano l. 2019, 3/3 nad., V celoti prenovljeno, delno opremljeno enosobno stanovan...",https://www.nepremicnine.net/oglasi-oddaja/crnuce-stanovanje_6267247/
6269503,crnuce-stanovanje,LJ-mesto,Lj. Bežigrad,55.0,600.0,dvosobno,1952,2012,1,"Stoja trade, d.o.o., Ljubljana","55 m2, 2-sobno, zgrajeno l. 1952, adaptirano l. 2012, 1/2 nad., oddamo. Cena: 600,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/crnuce-stanovanje_6269503/
6300392,crnuce-stanovanje,LJ-mesto,Lj. Bežigrad,70.0,750.0,trisobno,2005,,1,Senon d.o.o.,"70 m2, 3-sobno, zgrajeno l. 2005, 1/3 nad., Oddamo opremljeno trisobno stanovanje, 2 balkona, klet, parkirno mesto v kle...",https://www.nepremicnine.net/oglasi-oddaja/crnuce-stanovanje_6300392/
6291142,crnuce-stanovanje,LJ-mesto,Lj. Bežigrad,72.9,875.0,dvosobno,2019,,,"Stoja trade, d.o.o., Ljubljana","72,9 m2, 2-sobno, zgrajeno l. 2019, oddamo. Cena: 875,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/crnuce-stanovanje_6291142/
6245439,crnuce-stanovanje,LJ-mesto,Lj. Bežigrad,84.0,1100.0,trisobno,1985,2012,,"Stoja trade, d.o.o., Ljubljana","84 m2, 3-sobno, zgrajeno l. 1985, adaptirano l. 2012, oddamo. Cena: 1.100,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/crnuce-stanovanje_6245439/
6298239,crnuce-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,18.0,300.0,Soba,1985,,,Zasebna ponudba,"18 m2, soba, zgrajena l. 1985, oddamo. Cena: 300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/crnuce-bezigrad-stanovanje_6298239/
6250391,crnuce-nadgorica-stanovanje,LJ-mesto,Lj. Bežigrad,35.0,300.0,enosobno,1970,2005,,Zasebna ponudba,"35 m2, 1-sobno, zgrajeno l. 1970, adaptirano l. 2005, Oddam stanovanje z dnevno svetlobo primerno za eno osebo brez otro...",https://www.nepremicnine.net/oglasi-oddaja/crnuce-nadgorica-stanovanje_6250391/
6302462,crnuce-novo-naselje--med-cesnjami-stanovanje,LJ-mesto,Lj. Bežigrad,75.0,850.0,dvosobno,2019,,4,Zasebna ponudba,"75 m2, 2-sobno, penthouse, zgrajeno l. 2019, 4/4 nad., Oddamo moderno opremljeno stanovanje | Primerno za pa...",https://www.nepremicnine.net/oglasi-oddaja/crnuce-novo-naselje--med-cesnjami-stanovanje_6302462/
6302238,crnuce-polanskova-ulica-stanovanje,LJ-mesto,Lj. Bežigrad,64.1,650.0,dvosobno,1984,2019,P,Zasebna ponudba,"64,1 m2, 2-sobno, v stavbi zgrajeni l. 1984, adaptirano l. 2019, P/3 nad., LJUBLJANA - ČRNUČE, Polanškova ulica, 64,10 m...",https://www.nepremicnine.net/oglasi-oddaja/crnuce-polanskova-ulica-stanovanje_6302238/
